,Año,Trimestre,Provincia,Accesos por cada 100 hogares,acceso_actual,nuevo_acceso,KPI
233,2021,4,San Juan,39.588851864871685,39.588851864871685,43.54598160933163,10.0
209,2022,1,San Juan,43.54598160933163,43.54598160933163,49.46,13.58
185,2022,2,San Juan,49.46,49.46,50.8,2.71
161,2022,3,San Juan,50.8,50.8,50.88,0.16
137,2022,4,San Juan,50.88,50.88,49.75,-2.22
113,2023,1,San Juan,49.75,49.75,47.52,-4.48
89,2023,2,San Juan,47.52,47.52,50.45,6.17
65,2023,3,San Juan,50.45,50.45,50.08,-0.73
41,2023,4,San Juan,50.08,50.08,51.62,3.08
978,2014,1,San Luis,9.347207842190002,9.347207842190002,9.717910199871824,3.97
954,2014,2,San Luis,9.717910199871824,9.717910199871824,9.711210759672754,-0.07
930,2014,3,San Luis,9.711210759672754,9.711210759672754,9.786393366351197,0.77
906,2014,4,San Luis,9.786393366351197,9.786393366351197,9.716048963760594,-0.72
882,2015,1,San Luis,9.716048963760594,9.716048963760594,9.707971837203658,-0.08
858,2015,2,San Luis,9.707971837203658,9.707971837203658,9.70650326873876,-0.02
834,2015,3,San Luis,9.70650326873876,9.70650326873876,9.705768984506312,-0.01
810,2015,4,San Luis,9.705768984506312,9.705768984506312,9.586346282770212,-1.23
786,2016,1,San Luis,9.586346282770212,9.586346282770212,9.60373385160232,0.18
762,2016,2,San Luis,9.60373385160232,9.60373385160232,9.630539686885156,0.28
738,2016,3,San Luis,9.630539686885156,9.630539686885156,9.640682435370556,0.11
714,2016,4,San Luis,9.640682435370556,9.640682435370556,9.545500193678896,-0.99
690,2017,1,San Luis,9.545500193678896,9.545500193678896,9.513970314868304,-0.33
666,2017,2,San Luis,9.513970314868304,9.513970314868304,15.477861790298098,62.69
642,2017,3,San Luis,15.477861790298098,15.477861790298098,10.586731069754228,-31.6
618,2017,4,San Luis,10.586731069754228,10.586731069754228,15.14879034827491,43.09
594,2018,1,San Luis,15.14879034827491,15.14879034827491,15.150424491351384,0.01
570,2018,2,San Luis,15.150424491351384,15.150424491351384,52.35311497551916,245.56
546,2018,3,San Luis,52.35311497551916,52.35311497551916,67.55045369760039,29.03
522,2018,4,San Luis,67.55045369760039,67.55045369760039,67.3379373977716,-0.31
498,2019,1,San Luis,67.3379373977716,67.3379373977716,81.789994425864,21.46
474,2019,2,San Luis,81.789994425864,81.789994425864,85.22608876849344,4.2
450,2019,3,San Luis,85.22608876849344,85.22608876849344,74.92002603481464,-12.09
426,2019,4,San Luis,74.92002603481464,74.92002603481464,76.30854184641933,1.85
402,2020,1,San Luis,76.30854184641933,76.30854184641933,78.4096773527651,2.75
378,2020,2,San Luis,78.4096773527651,78.4096773527651,79.96172209417188,1.98
354,2020,3,San Luis,79.96172209417188,79.96172209417188,81.67947806105701,2.15
330,2020,4,San Luis,81.67947806105701,81.67947806105701,81.23730177127507,-0.54
306,2021,1,San Luis,81.23730177127507,81.23730177127507,83.47810720063075,2.76
282,2021,2,San Luis,83.47810720063075,83.47810720063075,79.87043349212911,-4.32
258,2021,3,San Luis,79.87043349212911,79.87043349212911,80.29578283135379,0.53
234,2021,4,San Luis,80.29578283135379,80.29578283135379,80.72423060601774,0.53
210,2022,1,San Luis,80.72423060601774,80.72423060601774,81.76,1.28
186,2022,2,San Luis,81.76,81.76,81.74,-0.02
162,2022,3,San Luis,81.74,81.74,90.27,10.44
138,2022,4,San Luis,90.27,90.27,90.17,-0.11
114,2023,1,San Luis,90.17,90.17,93.41,3.59
90,2023,2,San Luis,93.41,93.41,98.55,5.5
66,2023,3,San Luis,98.55,98.55,102.07,3.57
42,2023,4,San Luis,102.07,102.07,102.7,0.62
979,2014,1,Santa Cruz,28.939093063577776,28.939093063577776,29.377007153054272,1.51
955,2014,2,Santa Cruz,29.377007153054272,29.377007153054272,28.231942904274984,-3.9
931,2014,3,Santa Cruz,28.231942904274984,28.231942904274984,27.802678969652344,-1.52
907,2014,4,Santa Cruz,27.802678969652344,27.802678969652344,27.994863943494483,0.69
883,2015,1,Santa Cruz,27.994863943494483,27.994863943494483,27.072245027448236,-3.3
859,2015,2,Santa Cruz,27.072245027448236,27.072245027448236,27.60606098342944,1.97
835,2015,3,Santa Cruz,27.60606098342944,27.60606098342944,27.74476906647967,0.5
811,2015,4,Santa Cruz,27.74476906647967,27.74476906647967,26.865862521449998,-3.17
787,2016,1,Santa Cruz,26.865862521449998,26.865862521449998,26.728911725319804,-0.51
763,2016,2,Santa Cruz,26.728911725319804,26.728911725319804,26.835201895450695,0.4
739,2016,3,Santa Cruz,26.835201895450695,26.835201895450695,27.04676021484584,0.79
715,2016,4,Santa Cruz,27.04676021484584,27.04676021484584,26.52499173785465,-1.93
691,2017,1,Santa Cruz,26.52499173785465,26.52499173785465,26.248619828709558,-1.04
667,2017,2,Santa Cruz,26.248619828709558,26.248619828709558,33.29182971658959,26.83
643,2017,3,Santa Cruz,33.29182971658959,33.29182971658959,28.912492882806827,-13.15
619,2017,4,Santa Cruz,28.912492882806827,28.912492882806827,33.55275989857616,16.05
595,2018,1,Santa Cruz,33.55275989857616,33.55275989857616,33.33236451006607,-0.66
571,2018,2,Santa Cruz,33.33236451006607,33.33236451006607,32.72785029455932,-1.81
547,2018,3,Santa Cruz,32.72785029455932,32.72785029455932,23.68919410065612,-27.62
523,2018,4,Santa Cruz,23.68919410065612,23.68919410065612,23.66765499676892,-0.09
499,2019,1,Santa Cruz,23.66765499676892,23.66765499676892,28.846063055322123,21.88
475,2019,2,Santa Cruz,28.846063055322123,28.846063055322123,35.62816097885956,23.51
451,2019,3,Santa Cruz,35.62816097885956,35.62816097885956,36.71136308535834,3.04
427,2019,4,Santa Cruz,36.71136308535834,36.71136308535834,35.97427628896549,-2.01
403,2020,1,Santa Cruz,35.97427628896549,35.97427628896549,35.79262396979603,-0.5
379,2020,2,Santa Cruz,35.79262396979603,35.79262396979603,35.95152890784452,0.44
355,2020,3,Santa Cruz,35.95152890784452,35.95152890784452,36.99957245908797,2.92
331,2020,4,Santa Cruz,36.99957245908797,36.99957245908797,41.64783103990742,12.56
307,2021,1,Santa Cruz,41.64783103990742,41.64783103990742,44.01491665543425,5.68
283,2021,2,Santa Cruz,44.01491665543425,44.01491665543425,43.74732028012005,-0.61
259,2021,3,Santa Cruz,43.74732028012005,43.74732028012005,43.05121466117346,-1.59
235,2021,4,Santa Cruz,43.05121466117346,43.05121466117346,43.33842311053054,0.67
211,2022,1,Santa Cruz,43.33842311053054,43.33842311053054,43.15,-0.43
187,2022,2,Santa Cruz,43.15,43.15,43.19,0.09
163,2022,3,Santa Cruz,43.19,43.19,43.53,0.79
139,2022,4,Santa Cruz,43.53,43.53,43.42,-0.25
115,2023,1,Santa Cruz,43.42,43.42,41.66,-4.05
91,2023,2,Santa Cruz,41.66,41.66,40.89,-1.85
67,2023,3,Santa Cruz,40.89,40.89,73.75,80.36
43,2023,4,Santa Cruz,73.75,73.75,67.58,-8.37
980,2014,1,Santa Fe,47.84766256547095,47.84766256547095,48.39035138670138,1.13
956,2014,2,Santa Fe,48.39035138670138,48.39035138670138,49.19588444557267,1.66
932,2014,3,Santa Fe,49.19588444557267,49.19588444557267,49.99962302348271,1.63
908,2014,4,Santa Fe,49.99962302348271,49.99962302348271,50.24449475931921,0.49
884,2015,1,Santa Fe,50.24449475931921,50.24449475931921,51.17653890867876,1.86
860,2015,2,Santa Fe,51.17653890867876,51.17653890867876,52.14595474084349,1.89
836,2015,3,Santa Fe,52.14595474084349,52.14595474084349,52.60808978585806,0.89
812,2015,4,Santa Fe,52.60808978585806,52.60808978585806,51.27734085407622,-2.53
788,2016,1,Santa Fe,51.27734085407622,51.27734085407622,52.43647725937112,2.26
764,2016,2,Santa Fe,52.43647725937112,52.43647725937112,52.67215036886248,0.45
740,2016,3,Santa Fe,52.67215036886248,52.67215036886248,52.19105023718895,-0.91
716,2016,4,Santa Fe,52.19105023718895,52.19105023718895,51.970107692080425,-0.42
692,2017,1,Santa Fe,51.970107692080425,51.970107692080425,52.26961123969867,0.58
668,2017,2,Santa Fe,52.26961123969867,52.26961123969867,60.90635563451515,16.52
644,2017,3,Santa Fe,60.90635563451515,60.90635563451515,61.7127712196729,1.32
620,2017,4,Santa Fe,61.7127712196729,61.7127712196729,62.28199844300957,0.92
596,2018,1,Santa Fe,62.28199844300957,62.28199844300957,62.57079239957442,0.46
572,2018,2,Santa Fe,62.57079239957442,62.57079239957442,63.4096146162309,1.34
548,2018,3,Santa Fe,63.4096146162309,63.4096146162309,65.58706886191564,3.43
524,2018,4,Santa Fe,65.58706886191564,65.58706886191564,66.97409094791476,2.11
500,2019,1,Santa Fe,66.97409094791476,66.97409094791476,67.42291993321949,0.67
476,2019,2,Santa Fe,67.42291993321949,67.42291993321949,68.87178057593026,2.15
452,2019,3,Santa Fe,68.87178057593026,68.87178057593026,69.48235725596862,0.89
428,2019,4,Santa Fe,69.48235725596862,69.48235725596862,69.52357940253133,0.06
404,2020,1,Santa Fe,69.52357940253133,69.52357940253133,70.002168637187,0.69
380,2020,2,Santa Fe,70.002168637187,70.002168637187,72.12060247348236,3.03
356,2020,3,Santa Fe,72.12060247348236,72.12060247348236,73.58073807267776,2.02
332,2020,4,Santa Fe,73.58073807267776,73.58073807267776,73.91656407026184,0.46
308,2021,1,Santa Fe,73.91656407026184,73.91656407026184,75.06878626293008,1.56
284,2021,2,Santa Fe,75.06878626293008,75.06878626293008,75.01704762728227,-0.07
260,2021,3,Santa Fe,75.01704762728227,75.01704762728227,77.08920179439227,2.76
236,2021,4,Santa Fe,77.08920179439227,77.08920179439227,77.30458474758402,0.28
212,2022,1,Santa Fe,77.30458474758402,77.30458474758402,77.9,0.77
188,2022,2,Santa Fe,77.9,77.9,78.55,0.83
164,2022,3,Santa Fe,78.55,78.55,78.4,-0.19
140,2022,4,Santa Fe,78.4,78.4,78.13,-0.34
116,2023,1,Santa Fe,78.13,78.13,78.83,0.9
92,2023,2,Santa Fe,78.83,78.83,79.09,0.33
68,2023,3,Santa Fe,79.09,79.09,79.75,0.83
44,2023,4,Santa Fe,79.75,79.75,80.4,0.82
981,2014,1,Santiago Del Estero,16.309923503967603,16.309923503967603,16.695567347354444,2.36
957,2014,2,Santiago Del Estero,16.695567347354444,16.695567347354444,16.49220390830193,-1.22
933,2014,3,Santiago Del Estero,16.49220390830193,16.49220390830193,17.26920158364512,4.71
909,2014,4,Santiago Del Estero,17.26920158364512,17.26920158364512,17.0558169911586,-1.24
885,2015,1,Santiago Del Estero,17.0558169911586,17.0558169911586,17.110566632982863,0.32
861,2015,2,Santiago Del Estero,17.110566632982863,17.110566632982863,17.11882253135319,0.05
837,2015,3,Santiago Del Estero,17.11882253135319,17.11882253135319,17.00497803803607,-0.67
813,2015,4,Santiago Del Estero,17.00497803803607,17.00497803803607,16.205749206821952,-4.7
789,2016,1,Santiago Del Estero,16.205749206821952,16.205749206821952,15.888925047306124,-1.96
765,2016,2,Santiago Del Estero,15.888925047306124,15.888925047306124,15.329646578472886,-3.52
741,2016,3,Santiago Del Estero,15.329646578472886,15.329646578472886,15.067847510433346,-1.71
717,2016,4,Santiago Del Estero,15.067847510433346,15.067847510433346,14.702119493368588,-2.43
693,2017,1,Santiago Del Estero,14.702119493368588,14.702119493368588,14.118988073971998,-3.97
669,2017,2,Santiago Del Estero,14.118988073971998,14.118988073971998,35.12104488438485,148.75
645,2017,3,Santiago Del Estero,35.12104488438485,35.12104488438485,29.126386109501063,-17.07
621,2017,4,Santiago Del Estero,29.126386109501063,29.126386109501063,34.9882694482421,20.13
597,2018,1,Santiago Del Estero,34.9882694482421,34.9882694482421,35.25646421116424,0.77
573,2018,2,Santiago Del Estero,35.25646421116424,35.25646421116424,36.24961697805127,2.82
549,2018,3,Santiago Del Estero,36.24961697805127,36.24961697805127,37.40072595129344,3.18
525,2018,4,Santiago Del Estero,37.40072595129344,37.40072595129344,37.51941674600391,0.32
501,2019,1,Santiago Del Estero,37.51941674600391,37.51941674600391,52.78997126317105,40.7
477,2019,2,Santiago Del Estero,52.78997126317105,52.78997126317105,55.30391146854541,4.76
453,2019,3,Santiago Del Estero,55.30391146854541,55.30391146854541,42.92077382358182,-22.39
429,2019,4,Santiago Del Estero,42.92077382358182,42.92077382358182,42.466359187991806,-1.06
405,2020,1,Santiago Del Estero,42.466359187991806,42.466359187991806,43.46716682468362,2.36
381,2020,2,Santiago Del Estero,43.46716682468362,43.46716682468362,43.37593131691913,-0.21
357,2020,3,Santiago Del Estero,43.37593131691913,43.37593131691913,43.749256620689934,0.86
333,2020,4,Santiago Del Estero,43.749256620689934,43.749256620689934,45.67308282365455,4.4
309,2021,1,Santiago Del Estero,45.67308282365455,45.67308282365455,46.557275364921054,1.94
285,2021,2,Santiago Del Estero,46.557275364921054,46.557275364921054,47.0,0.95
261,2021,3,Santiago Del Estero,47.0,47.0,47.0459491943867,0.1
237,2021,4,Santiago Del Estero,47.0459491943867,47.0459491943867,47.17273839324049,0.27
213,2022,1,Santiago Del Estero,47.17273839324049,47.17273839324049,47.7,1.12
189,2022,2,Santiago Del Estero,47.7,47.7,47.98,0.59
165,2022,3,Santiago Del Estero,47.98,47.98,48.05,0.15
141,2022,4,Santiago Del Estero,48.05,48.05,47.55,-1.04
117,2023,1,Santiago Del Estero,47.55,47.55,47.14,-0.86
93,2023,2,Santiago Del Estero,47.14,47.14,48.67,3.25
69,2023,3,Santiago Del Estero,48.67,48.67,49.08,0.84
45,2023,4,Santiago Del Estero,49.08,49.08,49.41,0.67
982,2014,1,Tierra Del Fuego,63.965925574153744,63.965925574153744,64.35604517159936,0.61
958,2014,2,Tierra Del Fuego,64.35604517159936,64.35604517159936,65.68610204476191,2.07
934,2014,3,Tierra Del Fuego,65.68610204476191,65.68610204476191,66.13781947338316,0.69
910,2014,4,Tierra Del Fuego,66.13781947338316,66.13781947338316,74.23495170010268,12.24
886,2015,1,Tierra Del Fuego,74.23495170010268,74.23495170010268,74.50787431664719,0.37
862,2015,2,Tierra Del Fuego,74.50787431664719,74.50787431664719,74.85845784033849,0.47
838,2015,3,Tierra Del Fuego,74.85845784033849,74.85845784033849,66.46220433623792,-11.22
814,2015,4,Tierra Del Fuego,66.46220433623792,66.46220433623792,65.83304163135006,-0.95
790,2016,1,Tierra Del Fuego,65.83304163135006,65.83304163135006,67.71824288255286,2.86
766,2016,2,Tierra Del Fuego,67.71824288255286,67.71824288255286,68.94049249100736,1.8
742,2016,3,Tierra Del Fuego,68.94049249100736,68.94049249100736,70.30526590539473,1.98
718,2016,4,Tierra Del Fuego,70.30526590539473,70.30526590539473,68.91974851288131,-1.97
694,2017,1,Tierra Del Fuego,68.91974851288131,68.91974851288131,68.46322075955756,-0.66
670,2017,2,Tierra Del Fuego,68.46322075955756,68.46322075955756,65.74180473434595,-3.98
646,2017,3,Tierra Del Fuego,65.74180473434595,65.74180473434595,59.89413596263622,-8.89
622,2017,4,Tierra Del Fuego,59.89413596263622,59.89413596263622,65.19963702359347,8.86
598,2018,1,Tierra Del Fuego,65.19963702359347,65.19963702359347,91.60519629538562,40.5
574,2018,2,Tierra Del Fuego,91.60519629538562,91.60519629538562,92.77191839394062,1.27
550,2018,3,Tierra Del Fuego,92.77191839394062,92.77191839394062,93.59257086207944,0.88
526,2018,4,Tierra Del Fuego,93.59257086207944,93.59257086207944,93.37581922721242,-0.23
502,2019,1,Tierra Del Fuego,93.37581922721242,93.37581922721242,94.79803428023492,1.52
478,2019,2,Tierra Del Fuego,94.79803428023492,94.79803428023492,96.46210963092378,1.76
454,2019,3,Tierra Del Fuego,96.46210963092378,96.46210963092378,79.69536136377089,-17.38
430,2019,4,Tierra Del Fuego,79.69536136377089,79.69536136377089,76.06964979018785,-4.55
406,2020,1,Tierra Del Fuego,76.06964979018785,76.06964979018785,76.36948260742473,0.39
382,2020,2,Tierra Del Fuego,76.36948260742473,76.36948260742473,76.80909583946696,0.58
358,2020,3,Tierra Del Fuego,76.80909583946696,76.80909583946696,76.26583496977399,-0.71
334,2020,4,Tierra Del Fuego,76.26583496977399,76.26583496977399,77.34935609177366,1.42
310,2021,1,Tierra Del Fuego,77.34935609177366,77.34935609177366,67.88580775229184,-12.23
286,2021,2,Tierra Del Fuego,67.88580775229184,67.88580775229184,94.95386825985028,39.87
262,2021,3,Tierra Del Fuego,94.95386825985028,94.95386825985028,98.40061644865432,3.63
238,2021,4,Tierra Del Fuego,98.40061644865432,98.40061644865432,98.29055038672794,-0.11
214,2022,1,Tierra Del Fuego,98.29055038672794,98.29055038672794,99.86,1.6
190,2022,2,Tierra Del Fuego,99.86,99.86,99.51,-0.35
166,2022,3,Tierra Del Fuego,99.51,99.51,101.44,1.94
142,2022,4,Tierra Del Fuego,101.44,101.44,104.23,2.75
118,2023,1,Tierra Del Fuego,104.23,104.23,106.38,2.06
94,2023,2,Tierra Del Fuego,106.38,106.38,105.95,-0.4
70,2023,3,Tierra Del Fuego,105.95,105.95,110.49,4.29
46,2023,4,Tierra Del Fuego,110.49,110.49,109.78,-0.64
983,2014,1,Tucumán,33.4209747934719,33.4209747934719,33.94452688568229,1.57
959,2014,2,Tucumán,33.94452688568229,33.94452688568229,33.94375582221807,-0.0
935,2014,3,Tucumán,33.94375582221807,33.94375582221807,35.32087516932818,4.06
911,2014,4,Tucumán,35.32087516932818,35.32087516932818,35.07860688538978,-0.69
887,2015,1,Tucumán,35.07860688538978,35.07860688538978,35.68770560918727,1.74
863,2015,2,Tucumán,35.68770560918727,35.68770560918727,36.61035952774264,2.59
839,2015,3,Tucumán,36.61035952774264,36.61035952774264,37.06217328329588,1.23
815,2015,4,Tucumán,37.06217328329588,37.06217328329588,36.72477136636591,-0.91
791,2016,1,Tucumán,36.72477136636591,36.72477136636591,37.23568289338424,1.39
767,2016,2,Tucumán,37.23568289338424,37.23568289338424,37.89736341023836,1.78
743,2016,3,Tucumán,37.89736341023836,37.89736341023836,37.9807622036193,0.22
719,2016,4,Tucumán,37.9807622036193,37.9807622036193,37.90016075894098,-0.21
695,2017,1,Tucumán,37.90016075894098,37.90016075894098,38.18623365639289,0.75
671,2017,2,Tucumán,38.18623365639289,38.18623365639289,39.69537916123259,3.95
647,2017,3,Tucumán,39.69537916123259,39.69537916123259,39.8968735176797,0.51
623,2017,4,Tucumán,39.8968735176797,39.8968735176797,41.17600938886616,3.21
599,2018,1,Tucumán,41.17600938886616,41.17600938886616,41.512563170017415,0.82
575,2018,2,Tucumán,41.512563170017415,41.512563170017415,41.68101359528755,0.41
551,2018,3,Tucumán,41.68101359528755,41.68101359528755,41.75796963877769,0.18
527,2018,4,Tucumán,41.75796963877769,41.75796963877769,41.63074443134759,-0.3
503,2019,1,Tucumán,41.63074443134759,41.63074443134759,40.13604621420884,-3.59
479,2019,2,Tucumán,40.13604621420884,40.13604621420884,39.487600204016815,-1.62
455,2019,3,Tucumán,39.487600204016815,39.487600204016815,47.64902012521289,20.67
431,2019,4,Tucumán,47.64902012521289,47.64902012521289,47.84792325850032,0.42
407,2020,1,Tucumán,47.84792325850032,47.84792325850032,51.78074091030483,8.22
383,2020,2,Tucumán,51.78074091030483,51.78074091030483,53.2281495112899,2.8
359,2020,3,Tucumán,53.2281495112899,53.2281495112899,54.78340441369959,2.92
335,2020,4,Tucumán,54.78340441369959,54.78340441369959,54.81892254125389,0.06
311,2021,1,Tucumán,54.81892254125389,54.81892254125389,54.928196510348045,0.2
287,2021,2,Tucumán,54.928196510348045,54.928196510348045,54.63604486100796,-0.53
263,2021,3,Tucumán,54.63604486100796,54.63604486100796,55.92599102424391,2.36
239,2021,4,Tucumán,55.92599102424391,55.92599102424391,57.39003227231194,2.62
215,2022,1,Tucumán,57.39003227231194,57.39003227231194,59.31,3.35
191,2022,2,Tucumán,59.31,59.31,61.14,3.09
167,2022,3,Tucumán,61.14,61.14,61.04,-0.16
143,2022,4,Tucumán,61.04,61.04,60.34,-1.15
119,2023,1,Tucumán,60.34,60.34,60.75,0.68
95,2023,2,Tucumán,60.75,60.75,61.26,0.84
71,2023,3,Tucumán,61.26,61.26,61.04,-0.36
47,2023,4,Tucumán,61.04,61.04,60.48,-0.92
